provider_id,full_name,registration_number,mci_number,license_id,specialization,phone,email,clinic_name,address,city,state,zipcode,license_valid_from,license_valid_to,verification_status,data_quality_score
4047,Dr. Provider 4047,KLMC/85227,APMC/74329,LIC4923208,Pediatrician,+919027659111,provider4047@hospital.com,Clinic 4047,7 Health Street,Kochi,UP,555556,2019-01-01,2030-12-31,Pending,40
4048,Dr. Provider 4048,DLMC/83454,RJMC/45587,LIC0315295,Cardiologist,+919863967867,provider4048@hospital.com,Clinic 4048,134 Health Street,Mumbai,DL,401553,2016-01-01,2026-12-31,Pending,45
4049,Dr. Provider 4049,KAMC/71291,TNMC/72390,LIC2929410,Cardiologist,+916411989395,provider4049@hospital.com,Clinic 4049,85 Health Street,Hyderabad,WB,661252,2018-01-01,2027-12-31,Verified,70
4050,Dr. Provider 4050,MHMC/26732,GJMC/89492,LIC5427964,Orthopedic Surgeon,+917809132935,provider4050@hospital.com,Clinic 4050,53 Health Street,Kochi,KL,406595,2015-01-01,2026-12-31,Pending,57
4051,Dr. Provider 4051,TNMC/76257,MHMC/63936,LIC3097307,Pediatrician,+919487704530,provider4051@hospital.com,Clinic 4051,195 Health Street,Kochi,MH,654063,2019-01-01,2030-12-31,Pending,60
4052,Dr. Provider 4052,MHMC/18784,UPMC/06210,LIC0100447,Psychiatrist,+916488032049,provider4052@hospital.com,Clinic 4052,123 Health Street,Chennai,AP,617291,2019-01-01,2027-12-31,Verified,76
4053,Dr. Provider 4053,GJMC/73901,RJMC/19304,LIC0577487,Orthopedic Surgeon,+918818835667,provider4053@hospital.com,Clinic 4053,69 Health Street,Lucknow,UP,582928,2021-01-01,2026-12-31,Verified,44
4054,Dr. Provider 4054,TNMC/95330,DLMC/13918,LIC6700912,Orthopedic Surgeon,+918859892921,provider4054@hospital.com,Clinic 4054,198 Health Street,Hyderabad,KL,535997,2020-01-01,2027-12-31,Pending,40
4055,Dr. Provider 4055,UPMC/17705,GJMC/82996,LIC6615649,Neurologist,+916105863978,provider4055@hospital.com,Clinic 4055,47 Health Street,Mumbai,KA,633025,2021-01-01,2028-12-31,Pending,91
4056,Dr. Provider 4056,WBMC/76403,WBMC/87726,LIC5517359,Psychiatrist,+919016575930,provider4056@hospital.com,Clinic 4056,87 Health Street,Kochi,GJ,695890,2019-01-01,2027-12-31,Verified,41
4057,Dr. Provider 4057,DLMC/83457,KAMC/78433,LIC6496380,Neurologist,+918295628982,provider4057@hospital.com,Clinic 4057,173 Health Street,Mumbai,TN,538573,2012-01-01,2029-12-31,Expired,74
4058,Dr. Provider 4058,DLMC/05779,RJMC/40781,LIC5825548,Dermatologist,+919143090805,provider4058@hospital.com,Clinic 4058,199 Health Street,Lucknow,KA,481100,2020-01-01,2026-12-31,Expired,88
4059,Dr. Provider 4059,KAMC/21285,RJMC/84925,LIC5514101,Pediatrician,+916732742275,provider4059@hospital.com,Clinic 4059,63 Health Street,Lucknow,DL,567351,2021-01-01,2029-12-31,Pending,61
4060,Dr. Provider 4060,WBMC/35569,MHMC/55731,LIC7932854,Pediatrician,+919629612962,provider4060@hospital.com,Clinic 4060,116 Health Street,Ahmedabad,KL,407257,2015-01-01,2026-12-31,Verified,100
4061,Dr. Provider 4061,UPMC/86871,DLMC/64121,LIC5410862,Pediatrician,+918142188056,provider4061@hospital.com,Clinic 4061,128 Health Street,Hyderabad,GJ,477501,2022-01-01,2028-12-31,Verified,40
4062,Dr. Provider 4062,GJMC/81289,WBMC/44924,LIC8163421,Pediatrician,+918593675143,provider4062@hospital.com,Clinic 4062,170 Health Street,Mumbai,AP,626750,2022-01-01,2030-12-31,Pending,96
4063,Dr. Provider 4063,UPMC/24666,TNMC/18301,LIC5753850,ENT Specialist,+918773213016,provider4063@hospital.com,Clinic 4063,137 Health Street,Delhi,KA,498234,2010-01-01,2030-12-31,Pending,59
4064,Dr. Provider 4064,KAMC/66706,MHMC/24360,LIC0504010,Dermatologist,+919184064265,provider4064@hospital.com,Clinic 4064,54 Health Street,Kochi,KA,443827,2019-01-01,2026-12-31,Expired,49
4065,Dr. Provider 4065,MHMC/37439,KAMC/55728,LIC1018819,Dermatologist,+916292034315,provider4065@hospital.com,Clinic 4065,178 Health Street,Bengaluru,DL,695285,2015-01-01,2030-12-31,Verified,79
4066,Dr. Provider 4066,KAMC/74706,KLMC/47707,LIC7570398,Neurologist,+919301295139,provider4066@hospital.com,Clinic 4066,145 Health Street,Mumbai,TN,430466,2012-01-01,2029-12-31,Verified,41
4067,Dr. Provider 4067,DLMC/27909,KLMC/51127,LIC6513952,General Physician,+918063332797,provider4067@hospital.com,Clinic 4067,2 Health Street,Bengaluru,RJ,469314,2012-01-01,2030-12-31,Expired,69
4068,Dr. Provider 4068,DLMC/67625,TNMC/15248,LIC0631176,General Physician,+916900373465,provider4068@hospital.com,Clinic 4068,163 Health Street,Lucknow,WB,659589,2013-01-01,2029-12-31,Verified,55
4069,Dr. Provider 4069,RJMC/37363,TNMC/25020,LIC7462646,General Physician,+916403172442,provider4069@hospital.com,Clinic 4069,189 Health Street,Mumbai,TN,526561,2011-01-01,2030-12-31,Pending,55
4070,Dr. Provider 4070,APMC/68454,DLMC/52825,LIC2314798,Dermatologist,+919078922203,provider4070@hospital.com,Clinic 4070,151 Health Street,Kochi,KA,426998,2021-01-01,2025-12-31,Verified,84
4071,Dr. Provider 4071,TNMC/88125,RJMC/36660,LIC9592244,General Physician,+917417718482,provider4071@hospital.com,Clinic 4071,157 Health Street,Chennai,WB,584082,2019-01-01,2030-12-31,Pending,44
4072,Dr. Provider 4072,DLMC/35571,GJMC/17185,LIC5604469,General Physician,+918260483986,provider4072@hospital.com,Clinic 4072,106 Health Street,Kolkata,GJ,451972,2019-01-01,2027-12-31,Pending,70
4073,Dr. Provider 4073,UPMC/41809,DLMC/41072,LIC7256481,Neurologist,+916135379991,provider4073@hospital.com,Clinic 4073,110 Health Street,Jaipur,WB,403968,2012-01-01,2026-12-31,Expired,61
4074,Dr. Provider 4074,DLMC/65999,APMC/73511,LIC0687598,Psychiatrist,+917041908972,provider4074@hospital.com,Clinic 4074,108 Health Street,Hyderabad,DL,647956,2011-01-01,2030-12-31,Pending,68
4075,Dr. Provider 4075,UPMC/90374,KAMC/72405,LIC4266320,Cardiologist,+916905128950,provider4075@hospital.com,Clinic 4075,152 Health Street,Chennai,RJ,665050,2022-01-01,2028-12-31,Verified,63
4076,Dr. Provider 4076,GJMC/18056,DLMC/75984,LIC4023607,Gynecologist,+917911976114,provider4076@hospital.com,Clinic 4076,62 Health Street,Mumbai,WB,463777,2018-01-01,2030-12-31,Expired,73
4077,Dr. Provider 4077,DLMC/82889,KLMC/22567,LIC9967416,Dermatologist,+916961471039,provider4077@hospital.com,Clinic 4077,89 Health Street,Kochi,KL,449678,2022-01-01,2025-12-31,Verified,78
4078,Dr. Provider 4078,KAMC/40069,UPMC/65483,LIC4102774,General Physician,+916535177169,provider4078@hospital.com,Clinic 4078,146 Health Street,Kochi,KL,580975,2011-01-01,2025-12-31,Verified,43
4079,Dr. Provider 4079,RJMC/64839,UPMC/44632,LIC5380351,Gynecologist,+916153298140,provider4079@hospital.com,Clinic 4079,104 Health Street,Bengaluru,WB,529102,2012-01-01,2026-12-31,Verified,46
4080,Dr. Provider 4080,WBMC/00838,WBMC/00083,LIC3217328,Orthopedic Surgeon,+918780519167,provider4080@hospital.com,Clinic 4080,101 Health Street,Kochi,RJ,402747,2021-01-01,2030-12-31,Expired,72
4081,Dr. Provider 4081,WBMC/87028,MHMC/48017,LIC9069598,ENT Specialist,+918950542526,provider4081@hospital.com,Clinic 4081,38 Health Street,Mumbai,MH,546366,2015-01-01,2025-12-31,Pending,48
4082,Dr. Provider 4082,APMC/54278,KAMC/84794,LIC0142161,Neurologist,+916776794670,provider4082@hospital.com,Clinic 4082,178 Health Street,Bengaluru,WB,468988,2013-01-01,2027-12-31,Verified,93
4083,Dr. Provider 4083,RJMC/88080,GJMC/47645,LIC7017820,Psychiatrist,+917250388127,provider4083@hospital.com,Clinic 4083,140 Health Street,Kolkata,RJ,453217,2022-01-01,2029-12-31,Verified,60
4084,Dr. Provider 4084,RJMC/35606,RJMC/18490,LIC1017550,Orthopedic Surgeon,+919033174298,provider4084@hospital.com,Clinic 4084,98 Health Street,Kochi,AP,410827,2018-01-01,2027-12-31,Expired,77
4085,Dr. Provider 4085,UPMC/17110,KAMC/08561,LIC9974809,Pediatrician,+918023111212,provider4085@hospital.com,Clinic 4085,121 Health Street,Kochi,WB,542996,2016-01-01,2029-12-31,Expired,77
4086,Dr. Provider 4086,GJMC/72997,TNMC/63528,LIC8293247,Neurologist,+916601458503,provider4086@hospital.com,Clinic 4086,36 Health Street,Kochi,AP,695247,2018-01-01,2028-12-31,Expired,67
4087,Dr. Provider 4087,DLMC/24257,GJMC/42742,LIC6375824,Dermatologist,+916068295536,provider4087@hospital.com,Clinic 4087,17 Health Street,Hyderabad,KL,649402,2021-01-01,2027-12-31,Pending,40
4088,Dr. Provider 4088,MHMC/00376,RJMC/49780,LIC5811006,Pediatrician,+918634234274,provider4088@hospital.com,Clinic 4088,41 Health Street,Kolkata,AP,477858,2012-01-01,2028-12-31,Expired,72
4089,Dr. Provider 4089,DLMC/50721,MHMC/09929,LIC9530114,Cardiologist,+918397465786,provider4089@hospital.com,Clinic 4089,75 Health Street,Lucknow,DL,429098,2011-01-01,2026-12-31,Pending,87
4090,Dr. Provider 4090,WBMC/30525,RJMC/38121,LIC1814123,ENT Specialist,+917008650423,provider4090@hospital.com,Clinic 4090,162 Health Street,Delhi,RJ,675283,2019-01-01,2030-12-31,Expired,83
4091,Dr. Provider 4091,WBMC/73445,UPMC/68502,LIC1050818,Gynecologist,+916835970994,provider4091@hospital.com,Clinic 4091,121 Health Street,Kolkata,RJ,615614,2019-01-01,2028-12-31,Verified,73
4092,Dr. Provider 4092,WBMC/13217,KLMC/53054,LIC1981374,Pediatrician,+917495176281,provider4092@hospital.com,Clinic 4092,46 Health Street,Kochi,AP,433927,2014-01-01,2027-12-31,Verified,54
4093,Dr. Provider 4093,UPMC/13165,UPMC/28939,LIC8176523,ENT Specialist,+918254984992,provider4093@hospital.com,Clinic 4093,173 Health Street,Chennai,UP,497325,2011-01-01,2030-12-31,Expired,50
4094,Dr. Provider 4094,UPMC/07570,TNMC/79408,LIC2532061,ENT Specialist,+917025462398,provider4094@hospital.com,Clinic 4094,132 Health Street,Ahmedabad,DL,476347,2020-01-01,2027-12-31,Verified,97
4095,Dr. Provider 4095,MHMC/43426,KAMC/17434,LIC2605296,Gynecologist,+916309793858,provider4095@hospital.com,Clinic 4095,116 Health Street,Bengaluru,WB,478315,2013-01-01,2027-12-31,Verified,66
4096,Dr. Provider 4096,UPMC/27371,MHMC/45309,LIC2124901,ENT Specialist,+917138022663,provider4096@hospital.com,Clinic 4096,166 Health Street,Chennai,RJ,467985,2013-01-01,2029-12-31,Verified,81
4097,Dr. Provider 4097,KAMC/27923,MHMC/02639,LIC8978778,Gynecologist,+916217344945,provider4097@hospital.com,Clinic 4097,144 Health Street,Kolkata,AP,663502,2010-01-01,2026-12-31,Verified,54
4098,Dr. Provider 4098,WBMC/00354,KLMC/84600,LIC0357276,Gynecologist,+916041264473,provider4098@hospital.com,Clinic 4098,35 Health Street,Lucknow,MH,417893,2013-01-01,2025-12-31,Verified,51
4099,Dr. Provider 4099,MHMC/71803,KLMC/82976,LIC9509017,Neurologist,+916330260165,provider4099@hospital.com,Clinic 4099,86 Health Street,Ahmedabad,WB,450342,2019-01-01,2026-12-31,Verified,93
4100,Dr. Provider 4100,DLMC/07593,RJMC/23029,LIC1683582,ENT Specialist,+918879040822,provider4100@hospital.com,Clinic 4100,146 Health Street,Kochi,GJ,495675,2022-01-01,2029-12-31,Expired,64
4101,Dr. Provider 4101,GJMC/24894,MHMC/39925,LIC6337968,Orthopedic Surgeon,+918096397222,provider4101@hospital.com,Clinic 4101,193 Health Street,Lucknow,AP,435589,2016-01-01,2028-12-31,Verified,64
4102,Dr. Provider 4102,KAMC/78318,UPMC/25077,LIC8735810,Dermatologist,+919200727446,provider4102@hospital.com,Clinic 4102,182 Health Street,Lucknow,RJ,497793,2016-01-01,2025-12-31,Expired,92
4103,Dr. Provider 4103,APMC/79230,TNMC/34194,LIC9177551,Pediatrician,+917358680590,provider4103@hospital.com,Clinic 4103,26 Health Street,Kochi,UP,421151,2020-01-01,2025-12-31,Pending,62
4104,Dr. Provider 4104,RJMC/85037,DLMC/80982,LIC1946880,Gynecologist,+917536132546,provider4104@hospital.com,Clinic 4104,46 Health Street,Hyderabad,TN,429043,2018-01-01,2025-12-31,Pending,87
4105,Dr. Provider 4105,GJMC/88277,WBMC/60903,LIC6513958,General Physician,+918018965806,provider4105@hospital.com,Clinic 4105,40 Health Street,Delhi,KA,588999,2017-01-01,2029-12-31,Verified,58
4106,Dr. Provider 4106,KAMC/02477,UPMC/06012,LIC4646829,Gynecologist,+916209357882,provider4106@hospital.com,Clinic 4106,90 Health Street,Delhi,RJ,558074,2017-01-01,2029-12-31,Pending,45
4107,Dr. Provider 4107,DLMC/08170,DLMC/35874,LIC7628594,Gynecologist,+916557370600,provider4107@hospital.com,Clinic 4107,54 Health Street,Ahmedabad,RJ,660295,2019-01-01,2029-12-31,Expired,83
4108,Dr. Provider 4108,WBMC/85354,GJMC/88503,LIC7014925,Orthopedic Surgeon,+917149143778,provider4108@hospital.com,Clinic 4108,53 Health Street,Mumbai,AP,405173,2010-01-01,2029-12-31,Pending,42
4109,Dr. Provider 4109,UPMC/79350,UPMC/47291,LIC0702886,Neurologist,+919327353154,provider4109@hospital.com,Clinic 4109,4 Health Street,Chennai,TN,565217,2011-01-01,2028-12-31,Verified,48
4110,Dr. Provider 4110,KLMC/52100,UPMC/41909,LIC5874476,Cardiologist,+917081734770,provider4110@hospital.com,Clinic 4110,73 Health Street,Delhi,MH,663062,2010-01-01,2025-12-31,Pending,100
4111,Dr. Provider 4111,TNMC/99399,MHMC/27357,LIC8660190,General Physician,+916228607777,provider4111@hospital.com,Clinic 4111,137 Health Street,Delhi,UP,518572,2020-01-01,2026-12-31,Verified,94
4112,Dr. Provider 4112,DLMC/54247,GJMC/39967,LIC1320876,Neurologist,+916835918460,provider4112@hospital.com,Clinic 4112,113 Health Street,Jaipur,RJ,461441,2015-01-01,2026-12-31,Verified,53
4113,Dr. Provider 4113,DLMC/24878,KLMC/45941,LIC7033563,Cardiologist,+918019703509,provider4113@hospital.com,Clinic 4113,198 Health Street,Bengaluru,KL,577278,2020-01-01,2026-12-31,Expired,92
4114,Dr. Provider 4114,MHMC/56627,TNMC/31379,LIC5205622,Dermatologist,+917864136884,provider4114@hospital.com,Clinic 4114,48 Health Street,Kochi,UP,624610,2015-01-01,2026-12-31,Verified,46
4115,Dr. Provider 4115,UPMC/93117,UPMC/44724,LIC1361737,Gynecologist,+918733038899,provider4115@hospital.com,Clinic 4115,105 Health Street,Chennai,UP,471754,2016-01-01,2027-12-31,Expired,83
4116,Dr. Provider 4116,TNMC/45607,KAMC/42597,LIC2218742,Psychiatrist,+917258301086,provider4116@hospital.com,Clinic 4116,131 Health Street,Chennai,UP,405694,2017-01-01,2030-12-31,Pending,74
4117,Dr. Provider 4117,MHMC/95897,WBMC/92720,LIC7760748,Neurologist,+918782167375,provider4117@hospital.com,Clinic 4117,112 Health Street,Kolkata,UP,612626,2012-01-01,2029-12-31,Expired,75
4118,Dr. Provider 4118,UPMC/57851,TNMC/98673,LIC4493897,General Physician,+919062888547,provider4118@hospital.com,Clinic 4118,126 Health Street,Jaipur,RJ,565954,2013-01-01,2028-12-31,Pending,54
4119,Dr. Provider 4119,MHMC/65126,TNMC/82008,LIC7185577,Gynecologist,+918495173824,provider4119@hospital.com,Clinic 4119,166 Health Street,Delhi,MH,685076,2017-01-01,2025-12-31,Verified,65
4120,Dr. Provider 4120,UPMC/77647,DLMC/94801,LIC9224374,Pediatrician,+919868100924,provider4120@hospital.com,Clinic 4120,22 Health Street,Kochi,RJ,672312,2018-01-01,2029-12-31,Pending,93
4121,Dr. Provider 4121,APMC/80018,KAMC/49124,LIC4461225,Orthopedic Surgeon,+918309217049,provider4121@hospital.com,Clinic 4121,32 Health Street,Chennai,RJ,515746,2016-01-01,2029-12-31,Verified,58
4122,Dr. Provider 4122,KAMC/47892,GJMC/57126,LIC1916420,ENT Specialist,+919172617479,provider4122@hospital.com,Clinic 4122,187 Health Street,Kochi,TN,450269,2021-01-01,2027-12-31,Expired,61
4123,Dr. Provider 4123,RJMC/88322,APMC/67576,LIC5146653,Neurologist,+916631493788,provider4123@hospital.com,Clinic 4123,171 Health Street,Hyderabad,AP,493569,2022-01-01,2029-12-31,Verified,78
4124,Dr. Provider 4124,GJMC/34009,WBMC/58652,LIC8639302,Gynecologist,+918365203074,provider4124@hospital.com,Clinic 4124,183 Health Street,Chennai,KA,539189,2020-01-01,2026-12-31,Pending,41
4125,Dr. Provider 4125,WBMC/00544,TNMC/96065,LIC5683785,Cardiologist,+917699956077,provider4125@hospital.com,Clinic 4125,48 Health Street,Delhi,AP,464302,2011-01-01,2026-12-31,Expired,61
4126,Dr. Provider 4126,MHMC/57249,KAMC/64293,LIC3447237,Cardiologist,+917121939407,provider4126@hospital.com,Clinic 4126,105 Health Street,Kochi,MH,442804,2013-01-01,2027-12-31,Pending,97
4127,Dr. Provider 4127,KLMC/27153,KAMC/33497,LIC6956319,Neurologist,+919064065950,provider4127@hospital.com,Clinic 4127,97 Health Street,Hyderabad,RJ,448667,2015-01-01,2027-12-31,Verified,80
4128,Dr. Provider 4128,DLMC/47073,KAMC/22739,LIC0949281,ENT Specialist,+917912990195,provider4128@hospital.com,Clinic 4128,40 Health Street,Delhi,WB,633159,2022-01-01,2029-12-31,Verified,85
4129,Dr. Provider 4129,TNMC/42935,KLMC/02065,LIC5490925,Neurologist,+917241588100,provider4129@hospital.com,Clinic 4129,144 Health Street,Ahmedabad,KL,692417,2022-01-01,2026-12-31,Pending,78
4130,Dr. Provider 4130,TNMC/27666,MHMC/87413,LIC5797468,General Physician,+918042981332,provider4130@hospital.com,Clinic 4130,88 Health Street,Bengaluru,AP,664311,2019-01-01,2026-12-31,Expired,58
4131,Dr. Provider 4131,MHMC/42965,DLMC/19836,LIC6277273,Pediatrician,+917175958185,provider4131@hospital.com,Clinic 4131,93 Health Street,Ahmedabad,WB,511097,2020-01-01,2030-12-31,Expired,90
4132,Dr. Provider 4132,APMC/64006,MHMC/81941,LIC3498705,Dermatologist,+917965252280,provider4132@hospital.com,Clinic 4132,50 Health Street,Lucknow,KA,491092,2021-01-01,2030-12-31,Verified,80
4133,Dr. Provider 4133,WBMC/72824,RJMC/23301,LIC7381073,Gynecologist,+918927512509,provider4133@hospital.com,Clinic 4133,177 Health Street,Chennai,AP,406811,2020-01-01,2028-12-31,Expired,54
4134,Dr. Provider 4134,MHMC/90392,RJMC/28658,LIC3152018,Orthopedic Surgeon,+917913706802,provider4134@hospital.com,Clinic 4134,99 Health Street,Lucknow,RJ,688396,2022-01-01,2026-12-31,Pending,41
4135,Dr. Provider 4135,GJMC/04049,GJMC/61198,LIC9849781,Gynecologist,+918645198995,provider4135@hospital.com,Clinic 4135,67 Health Street,Mumbai,WB,442993,2011-01-01,2029-12-31,Pending,45
4136,Dr. Provider 4136,WBMC/58239,WBMC/59203,LIC6269569,Cardiologist,+918994580613,provider4136@hospital.com,Clinic 4136,113 Health Street,Chennai,AP,435526,2018-01-01,2026-12-31,Expired,79
4137,Dr. Provider 4137,KAMC/24485,UPMC/15561,LIC5842475,General Physician,+919500999357,provider4137@hospital.com,Clinic 4137,106 Health Street,Ahmedabad,KA,446784,2011-01-01,2029-12-31,Expired,69
4138,Dr. Provider 4138,MHMC/92051,KAMC/21647,LIC3497246,Neurologist,+919991512423,provider4138@hospital.com,Clinic 4138,104 Health Street,Bengaluru,UP,561957,2021-01-01,2026-12-31,Expired,90
4139,Dr. Provider 4139,KLMC/72769,TNMC/78214,LIC9281842,Orthopedic Surgeon,+916026010204,provider4139@hospital.com,Clinic 4139,70 Health Street,Jaipur,RJ,694955,2017-01-01,2029-12-31,Expired,45
4140,Dr. Provider 4140,GJMC/74453,WBMC/40387,LIC7489704,Neurologist,+918887064887,provider4140@hospital.com,Clinic 4140,37 Health Street,Delhi,TN,412842,2018-01-01,2029-12-31,Pending,57
4141,Dr. Provider 4141,DLMC/12705,WBMC/42813,LIC8403172,ENT Specialist,+916291720988,provider4141@hospital.com,Clinic 4141,177 Health Street,Hyderabad,RJ,469358,2014-01-01,2029-12-31,Expired,87
4142,Dr. Provider 4142,MHMC/19270,WBMC/29847,LIC0304530,Cardiologist,+916841797024,provider4142@hospital.com,Clinic 4142,63 Health Street,Hyderabad,MH,540026,2022-01-01,2030-12-31,Expired,96
4143,Dr. Provider 4143,UPMC/59659,UPMC/45578,LIC3938357,Cardiologist,+917549194083,provider4143@hospital.com,Clinic 4143,129 Health Street,Delhi,UP,653953,2012-01-01,2028-12-31,Pending,70
4144,Dr. Provider 4144,RJMC/05670,MHMC/64338,LIC5340856,Cardiologist,+917397257439,provider4144@hospital.com,Clinic 4144,62 Health Street,Mumbai,WB,527188,2010-01-01,2028-12-31,Expired,81
4145,Dr. Provider 4145,GJMC/33910,KAMC/77000,LIC0071512,Psychiatrist,+918681303291,provider4145@hospital.com,Clinic 4145,99 Health Street,Lucknow,KA,450076,2010-01-01,2028-12-31,Expired,58
4146,Dr. Provider 4146,APMC/02641,GJMC/53715,LIC3835976,Cardiologist,+916225055658,provider4146@hospital.com,Clinic 4146,126 Health Street,Delhi,MH,470105,2020-01-01,2027-12-31,Pending,66
4147,Dr. Provider 4147,KLMC/39643,MHMC/06984,LIC2797749,Cardiologist,+919771696775,provider4147@hospital.com,Clinic 4147,106 Health Street,Mumbai,GJ,521859,2016-01-01,2029-12-31,Pending,40
4148,Dr. Provider 4148,APMC/40879,MHMC/21369,LIC7239076,Gynecologist,+916956296988,provider4148@hospital.com,Clinic 4148,140 Health Street,Kochi,TN,449954,2011-01-01,2025-12-31,Verified,42
4149,Dr. Provider 4149,UPMC/02578,UPMC/68400,LIC2311284,Dermatologist,+917462069823,provider4149@hospital.com,Clinic 4149,148 Health Street,Kochi,KL,559894,2019-01-01,2030-12-31,Pending,91
4150,Dr. Provider 4150,APMC/13685,UPMC/59971,LIC0851466,Pediatrician,+918305966546,provider4150@hospital.com,Clinic 4150,149 Health Street,Delhi,TN,531692,2021-01-01,2030-12-31,Expired,78
4151,Dr. Provider 4151,RJMC/01966,DLMC/64614,LIC3141968,Orthopedic Surgeon,+916716279217,provider4151@hospital.com,Clinic 4151,81 Health Street,Delhi,AP,488216,2010-01-01,2027-12-31,Verified,64
4152,Dr. Provider 4152,APMC/89468,APMC/09796,LIC0679291,Psychiatrist,+919604323976,provider4152@hospital.com,Clinic 4152,52 Health Street,Lucknow,GJ,445778,2011-01-01,2026-12-31,Verified,76
4153,Dr. Provider 4153,UPMC/49127,GJMC/55881,LIC0763398,ENT Specialist,+918711003028,provider4153@hospital.com,Clinic 4153,66 Health Street,Jaipur,WB,435852,2012-01-01,2029-12-31,Pending,71
4154,Dr. Provider 4154,KAMC/45596,GJMC/96500,LIC9988566,Pediatrician,+917830391330,provider4154@hospital.com,Clinic 4154,199 Health Street,Kochi,AP,570660,2019-01-01,2027-12-31,Expired,58
4155,Dr. Provider 4155,UPMC/59703,DLMC/60583,LIC7547208,Pediatrician,+916124910682,provider4155@hospital.com,Clinic 4155,194 Health Street,Hyderabad,MH,605025,2013-01-01,2030-12-31,Expired,46
4156,Dr. Provider 4156,KAMC/07760,MHMC/78053,LIC5402716,Orthopedic Surgeon,+918999526487,provider4156@hospital.com,Clinic 4156,102 Health Street,Mumbai,RJ,472164,2018-01-01,2029-12-31,Pending,98
4157,Dr. Provider 4157,APMC/42736,APMC/96436,LIC6726646,Dermatologist,+917110547783,provider4157@hospital.com,Clinic 4157,90 Health Street,Delhi,DL,629229,2017-01-01,2026-12-31,Pending,43
4158,Dr. Provider 4158,WBMC/97068,TNMC/89878,LIC3135036,Orthopedic Surgeon,+919449876345,provider4158@hospital.com,Clinic 4158,193 Health Street,Delhi,TN,464835,2019-01-01,2028-12-31,Expired,65
4159,Dr. Provider 4159,GJMC/18790,UPMC/42104,LIC9842124,Cardiologist,+917106001529,provider4159@hospital.com,Clinic 4159,197 Health Street,Mumbai,GJ,571486,2018-01-01,2026-12-31,Verified,48
4160,Dr. Provider 4160,APMC/35538,RJMC/57833,LIC8745468,Psychiatrist,+916754782048,provider4160@hospital.com,Clinic 4160,68 Health Street,Jaipur,TN,537708,2016-01-01,2027-12-31,Pending,49
4161,Dr. Provider 4161,TNMC/37605,WBMC/69832,LIC4339736,Psychiatrist,+918404568116,provider4161@hospital.com,Clinic 4161,154 Health Street,Bengaluru,KA,475692,2012-01-01,2025-12-31,Expired,65
4162,Dr. Provider 4162,MHMC/43734,GJMC/38354,LIC2463397,Pediatrician,+918873030531,provider4162@hospital.com,Clinic 4162,124 Health Street,Mumbai,KL,544140,2018-01-01,2027-12-31,Verified,53
4163,Dr. Provider 4163,GJMC/07552,DLMC/34349,LIC5797576,Psychiatrist,+918798863666,provider4163@hospital.com,Clinic 4163,186 Health Street,Jaipur,RJ,595946,2017-01-01,2029-12-31,Verified,66
4164,Dr. Provider 4164,APMC/02853,DLMC/42802,LIC9470049,Neurologist,+919777527739,provider4164@hospital.com,Clinic 4164,28 Health Street,Hyderabad,RJ,659516,2022-01-01,2027-12-31,Expired,54
4165,Dr. Provider 4165,TNMC/32500,MHMC/35848,LIC4855796,Neurologist,+919322766907,provider4165@hospital.com,Clinic 4165,37 Health Street,Hyderabad,WB,593865,2012-01-01,2025-12-31,Verified,83
4166,Dr. Provider 4166,RJMC/54892,WBMC/06837,LIC6101288,Neurologist,+917296246886,provider4166@hospital.com,Clinic 4166,146 Health Street,Kochi,RJ,413114,2017-01-01,2026-12-31,Expired,100
4167,Dr. Provider 4167,TNMC/02579,KLMC/80832,LIC0335263,Cardiologist,+919740835489,provider4167@hospital.com,Clinic 4167,156 Health Street,Kochi,AP,465995,2012-01-01,2027-12-31,Pending,65
4168,Dr. Provider 4168,WBMC/19554,KAMC/90275,LIC1572430,Pediatrician,+918031028171,provider4168@hospital.com,Clinic 4168,120 Health Street,Chennai,KL,438180,2017-01-01,2025-12-31,Expired,95
4169,Dr. Provider 4169,DLMC/85526,KAMC/68302,LIC1454273,Dermatologist,+919463443725,provider4169@hospital.com,Clinic 4169,25 Health Street,Kochi,KL,693785,2021-01-01,2029-12-31,Expired,81
4170,Dr. Provider 4170,KAMC/59630,APMC/95103,LIC1632784,Pediatrician,+919587957339,provider4170@hospital.com,Clinic 4170,92 Health Street,Bengaluru,DL,623539,2018-01-01,2027-12-31,Pending,53
4171,Dr. Provider 4171,KLMC/10841,DLMC/95956,LIC1697312,Cardiologist,+916169059542,provider4171@hospital.com,Clinic 4171,139 Health Street,Ahmedabad,AP,468929,2018-01-01,2029-12-31,Pending,96
4172,Dr. Provider 4172,DLMC/68444,WBMC/31674,LIC6034208,ENT Specialist,+919305219567,provider4172@hospital.com,Clinic 4172,94 Health Street,Lucknow,WB,409485,2022-01-01,2026-12-31,Expired,57
4173,Dr. Provider 4173,APMC/88561,APMC/69001,LIC5790122,ENT Specialist,+917779970909,provider4173@hospital.com,Clinic 4173,192 Health Street,Kolkata,MH,677053,2020-01-01,2030-12-31,Pending,66
4174,Dr. Provider 4174,TNMC/07800,KLMC/04598,LIC7562462,Cardiologist,+919296742668,provider4174@hospital.com,Clinic 4174,86 Health Street,Hyderabad,MH,600823,2020-01-01,2028-12-31,Expired,81
